name,content,date_created,id,author,contentJson,num_retweets,in_reply_to_screen_name,type,lang,query_candidate,source_file,rt_source,rt_source_id,is_retweet,is_reply_or_mention,cleaned_content,topic_content,author_followers,author_friends,author_statuses,author_created_at
Harimoh08514963,"AntonKu73047372 mohmahfudmd SiapÂ 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu https://t.co/IB0IBooLid",2024-01-04 18:01:37+00:00,tw-1742969546959393213,"{""flw_cnt"":1,""scr_name"":""Harimoh08514963"",""frn_cnt"":106,""image"":""https://pbs.twimg.com/profile_images/1483437111256948739/r7Rq5Xiy_normal.jpg"",""lst_cnt"":0,""created_at"":""2022-01-18T13:50:34Z"",""loc"":""Surakarta, Jawa Tengah"",""sts_cnt"":839,""username"":""Harimoh08514963"",""id"":""1483436601263149067"",""name"":""Harimohan Yadav""}","{""user"":{""username"":""Harimoh08514963"",""loc"":""Surakarta, Jawa Tengah"",""created_at"":""2022-01-18T13:50:34Z"",""sts_cnt"":839,""name"":""Harimohan Yadav"",""id"":""1483436601263149067"",""flw_cnt"":1,""scr_name"":""Harimoh08514963"",""image"":""https://pbs.twimg.com/profile_images/1483437111256948739/r7Rq5Xiy_normal.jpg"",""lst_cnt"":0,""frn_cnt"":106},""rt_cnt"":0,""quote_cnt"":0,""entities"":{""hashtags"":[]},""bookmark_cnt"":0,""source"":null,""fav_cnt"":0,""url"":""https://twitter.com/Harimoh08514963/status/1742969546959393213"",""reply_cnt"":0,""view_cnt"":7}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,AntonKu73047372 mohmahfudmd SiapÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu,antonku73047372 mohmahfudmd siap ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 uang saku posyandu,1,106,839,2022-01-18 13:50:34+00:00
GibahinI92564,"Prabowo: Mari Berdoa agar Saudara Kita di Gaza Diberi Bantuan

Baca selengkapnya di https://t.co/QiGHRRVbEP https://t.co/Yr0kqhNWhy",2024-01-04 18:01:39+00:00,tw-1742969556585624022,"{""loc"":"""",""frn_cnt"":1,""id"":""1723419373229215744"",""sts_cnt"":250,""name"":""gibahin.id"",""created_at"":""2023-11-11T19:16:38Z"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1723419856320753664/pleA8C0N_normal.jpg"",""flw_cnt"":1,""scr_name"":""GibahinI92564"",""username"":""GibahinI92564""}","{""reply_cnt"":0,""entities"":{""hashtags"":[]},""user"":{""image"":""https://pbs.twimg.com/profile_images/1723419856320753664/pleA8C0N_normal.jpg"",""created_at"":""2023-11-11T19:16:38Z"",""lst_cnt"":0,""username"":""GibahinI92564"",""scr_name"":""GibahinI92564"",""flw_cnt"":1,""id"":""1723419373229215744"",""frn_cnt"":1,""loc"":"""",""name"":""gibahin.id"",""sts_cnt"":250},""url"":""https://twitter.com/GibahinI92564/status/1742969556585624022"",""rt_cnt"":0,""fav_cnt"":0,""source"":null,""quote_cnt"":0}",0,,twit,id,prabowo,data-twit-prabowo.json,,,False,False,Prabowo: Mari Berdoa agar Saudara Kita di Gaza Diberi Bantuan Baca selengkapnya di,prabowo mari berdoa agar saudara kita gaza diberi bantuan baca selengkapnya,1,1,250,2023-11-11 19:16:38+00:00
HasaniHasanudin,"Kaluk ini gayax ganjar mahpud MD,terimakasih, yang rt 06,rt 07,yang merah hitem tukang sapu itu, yang kedipkan matax itu, ðððððð¤£ð¤£ð¤£ð¤£ https://t.co/Lz1IotrSa2",2024-01-04 18:01:39+00:00,tw-1742969555687989612,"{""loc"":"""",""frn_cnt"":1727,""scr_name"":""HasaniHasanudin"",""name"":""Hasanudin Hasani"",""created_at"":""2022-08-02T12:27:24Z"",""id"":""1554443530327642113"",""username"":""HasaniHasanudin"",""lst_cnt"":2,""flw_cnt"":137,""sts_cnt"":6856,""image"":""https://pbs.twimg.com/profile_images/1554444369847275521/xTD1EoDH_normal.jpg""}","{""reply_cnt"":0,""entities"":{""hashtags"":[]},""quote_cnt"":0,""source"":null,""rt_cnt"":0,""user"":{""id"":""1554443530327642113"",""username"":""HasaniHasanudin"",""lst_cnt"":2,""sts_cnt"":6856,""flw_cnt"":137,""image"":""https://pbs.twimg.com/profile_images/1554444369847275521/xTD1EoDH_normal.jpg"",""frn_cnt"":1727,""loc"":"""",""scr_name"":""HasaniHasanudin"",""name"":""Hasanudin Hasani"",""created_at"":""2022-08-02T12:27:24Z""},""url"":""https://twitter.com/HasaniHasanudin/status/1742969555687989612"",""bookmark_cnt"":0,""fav_cnt"":0,""view_cnt"":1}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Kaluk ini gayax ganjar mahpud MD,terimakasih, yang rt 06,rt 07,yang merah hitem tukang sapu itu, yang kedipkan matax itu, ðððððð¤£ð¤£ð¤£ð¤£",kaluk ini gayax ganjar mahpud terimakasih yang yang merah hitem tukang sapu itu yang kedipkan matax itu,137,1727,6856,2022-08-02 12:27:24+00:00
LiRongshuang,"ð§§  Â Colleen50171369 Ganjar Pranowo merupakan sosok yang cocok sebagai penggantiÂ  Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju",2024-01-04 18:01:39+00:00,tw-1742969555079635317,"{""id"":""3152970979"",""username"":""LiRongshuang"",""lst_cnt"":0,""sts_cnt"":161,""flw_cnt"":7,""image"":""https://pbs.twimg.com/profile_images/771855079502520320/YT8wWKGZ_normal.jpg"",""loc"":"""",""frn_cnt"":30,""scr_name"":""LiRongshuang"",""name"":""Olivia Fraser"",""created_at"":""2015-04-13T13:52:16Z""}","{""source"":null,""quote_cnt"":0,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]},""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":2,""user"":{""lst_cnt"":0,""id"":""3152970979"",""username"":""LiRongshuang"",""sts_cnt"":161,""flw_cnt"":7,""image"":""https://pbs.twimg.com/profile_images/771855079502520320/YT8wWKGZ_normal.jpg"",""created_at"":""2015-04-13T13:52:16Z"",""loc"":"""",""frn_cnt"":30,""scr_name"":""LiRongshuang"",""name"":""Olivia Fraser""},""url"":""https://twitter.com/LiRongshuang/status/1742969555079635317""}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,ð§§ Â Colleen50171369 Ganjar Pranowo merupakan sosok yang cocok sebagai penggantiÂ Â Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju,colleen50171369 ganjar pranowo merupakan sosok yang cocok sebagai pengganti ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 perempuan maju,7,30,161,2015-04-13 13:52:16+00:00
hannahgill88,"Ganjar Pranowo adalah figur yang tidak hanya memimpin di kantor, tetapi juga di d hati keluarga

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu https://t.co/JCPDZOcR9x",2024-01-04 18:01:40+00:00,tw-1742969560137924885,"{""scr_name"":""hannahgill88"",""name"":""Hannah"",""loc"":""Surakarta, Jawa Tengah"",""frn_cnt"":79,""created_at"":""2011-11-13T23:42:46Z"",""username"":""hannahgill88"",""id"":""411852533"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/642636210977042432/NXTkUNMq_normal.jpg"",""flw_cnt"":14,""sts_cnt"":404}","{""rt_cnt"":0,""source"":null,""quote_cnt"":0,""entities"":{""hashtags"":[]},""reply_cnt"":0,""view_cnt"":2,""bookmark_cnt"":0,""fav_cnt"":0,""url"":""https://twitter.com/hannahgill88/status/1742969560137924885"",""user"":{""created_at"":""2011-11-13T23:42:46Z"",""scr_name"":""hannahgill88"",""name"":""Hannah"",""frn_cnt"":79,""loc"":""Surakarta, Jawa Tengah"",""lst_cnt"":0,""username"":""hannahgill88"",""id"":""411852533"",""image"":""https://pbs.twimg.com/profile_images/642636210977042432/NXTkUNMq_normal.jpg"",""flw_cnt"":14,""sts_cnt"":404}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Ganjar Pranowo adalah figur yang tidak hanya memimpin di kantor, tetapi juga di d hati keluarga Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Uang Saku Posyandu",ganjar pranowo adalah figur yang tidak hanya memimpin kantor tetapi juga hati keluarga ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 uang saku posyandu,14,79,404,2011-11-13 23:42:46+00:00
garemicinn,"Pertanyaannya simpel, apakah jika @prabowo menjadi presiden negara ini hancur atau maju? Jika hancur, jalan penjegalan itu benar dan apabila negara ini maju jika dipimpin prabowo, pertanyaan lanjutan, siapa yg menjegal tersebut? ada apa dengan mereka? apa motifnya?",2024-01-04 18:01:40+00:00,tw-1742969558665945315,"{""flw_cnt"":51,""scr_name"":""garemicinn"",""username"":""garemicinn"",""lst_cnt"":1,""created_at"":""2022-09-11T12:33:17Z"",""image"":""https://pbs.twimg.com/profile_images/1716137581778497536/GGU4htiz_normal.jpg"",""sts_cnt"":52,""name"":""garem micin"",""loc"":""Not found"",""frn_cnt"":1078,""id"":""1568940390375657475""}","{""rt_cnt"":0,""url"":""https://twitter.com/garemicinn/status/1742969558665945315"",""fav_cnt"":1,""user"":{""created_at"":""2022-09-11T12:33:17Z"",""lst_cnt"":1,""image"":""https://pbs.twimg.com/profile_images/1716137581778497536/GGU4htiz_normal.jpg"",""flw_cnt"":51,""scr_name"":""garemicinn"",""username"":""garemicinn"",""frn_cnt"":1078,""loc"":""Not found"",""id"":""1568940390375657475"",""sts_cnt"":52,""name"":""garem micin""},""entities"":{""hashtags"":[]},""reply_cnt"":0,""quote_cnt"":0,""source"":null}",0,garemicinn,twit,id,prabowo,data-twit-prabowo.json,,,False,True,"Pertanyaannya simpel, apakah jika @prabowo menjadi presiden negara ini hancur atau maju? Jika hancur, jalan penjegalan itu benar dan apabila negara ini maju jika dipimpin prabowo, pertanyaan lanjutan, siapa yg menjegal tersebut? ada apa dengan mereka? apa motifnya?",pertanyaannya simpel apakah jika menjadi presiden negara ini hancur atau maju jika hancur jalan penjegalan itu benar dan apabila negara ini maju jika dipimpin prabowo pertanyaan lanjutan siapa menjegal tersebut ada apa dengan mereka apa motifnya,51,1078,52,2022-09-11 12:33:17+00:00
Harendr31371401,"Selamat ulang tahun masÂ  Jadilah anak yang berbaktiÂ 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju https://t.co/jJ2GGpIqzZ",2024-01-04 18:01:41+00:00,tw-1742969563472376258,"{""loc"":""Surakarta, Jawa Tengah"",""frn_cnt"":67,""name"":""Harendra Singh"",""scr_name"":""Harendr31371401"",""created_at"":""2021-07-14T15:05:36Z"",""id"":""1415326507371614214"",""username"":""Harendr31371401"",""lst_cnt"":0,""flw_cnt"":1,""sts_cnt"":359,""image"":""https://pbs.twimg.com/profile_images/1415599494813523971/uMI2KPcl_normal.jpg""}","{""rt_cnt"":0,""quote_cnt"":0,""source"":null,""entities"":{""hashtags"":[]},""reply_cnt"":0,""view_cnt"":2,""fav_cnt"":0,""bookmark_cnt"":0,""url"":""https://twitter.com/Harendr31371401/status/1742969563472376258"",""user"":{""created_at"":""2021-07-14T15:05:36Z"",""scr_name"":""Harendr31371401"",""name"":""Harendra Singh"",""frn_cnt"":67,""loc"":""Surakarta, Jawa Tengah"",""lst_cnt"":0,""username"":""Harendr31371401"",""id"":""1415326507371614214"",""image"":""https://pbs.twimg.com/profile_images/1415599494813523971/uMI2KPcl_normal.jpg"",""flw_cnt"":1,""sts_cnt"":359}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Selamat ulang tahun masÂ Jadilah anak yang berbaktiÂ Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Perempuan Maju,selamat ulang tahun mas jadilah anak yang berbakti ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 perempuan maju,1,67,359,2021-07-14 15:05:36+00:00
Agusmal11,"RT Anies Baswedan dan Warganya.  Anies janjikan integrasi transportasi publik di JKT. Lalu dia tunaikan janjinya. Saat Jak Lingko diluncurkan. Dia kemudikan sendiri mengangkut penumpang. Dia dengarkan keluhan warganya. Warga JKT, adakah integrasi transportasi publik sblm Anies? https://t.co/Cj91HR4RW6 [RE GeiszChalifah]",2024-01-04 18:01:42+00:00,tw-1742969568430375173,"{""created_at"":""2020-07-23T15:01:02Z"",""lst_cnt"":0,""frn_cnt"":91,""id"":""1286315346991841280"",""flw_cnt"":40,""username"":""Agusmal11"",""scr_name"":""Agusmal11"",""loc"":"""",""name"":""Agus Buton"",""sts_cnt"":9379,""image"":""https://pbs.twimg.com/profile_images/1286315570988593155/c4RAjjqI_normal.jpg""}","{""entities"":{""hashtags"":[],""media"":[{""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742793909246599168/pu/img/5GS1YRLPYXQU-fLe.jpg"",""type"":""video""}]},""reply_cnt"":33,""source"":null,""user"":{""username"":""Agusmal11"",""scr_name"":""Agusmal11"",""flw_cnt"":40,""id"":""1286315346991841280"",""loc"":"""",""name"":""Agus Buton"",""image"":""https://pbs.twimg.com/profile_images/1286315570988593155/c4RAjjqI_normal.jpg"",""sts_cnt"":9379,""created_at"":""2020-07-23T15:01:02Z"",""lst_cnt"":0,""frn_cnt"":91},""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742793909246599168/pu/img/5GS1YRLPYXQU-fLe.jpg"",""rt_cnt"":721,""rt_status"":{""user_id"":""1297510664148103168"",""screen_name"":""GeiszChalifah"",""id"":""1742794023591714934""},""bookmark_cnt"":19,""view_cnt"":24812,""fav_cnt"":1975,""quote_cnt"":9}",721,GeiszChalifah,twit,id,anies,data-twit-anies.json,GeiszChalifah,1742794023591714934,True,True,"Anies Baswedan dan Warganya. Anies janjikan integrasi transportasi publik di JKT. Lalu dia tunaikan janjinya. Saat Jak Lingko diluncurkan. Dia kemudikan sendiri mengangkut penumpang. Dia dengarkan keluhan warganya. Warga JKT, adakah integrasi transportasi publik sblm Anies?",anies baswedan dan warganya anies janjikan integrasi transportasi publik jkt lalu dia tunaikan janjinya saat jak lingko diluncurkan dia kemudikan sendiri mengangkut penumpang dia dengarkan keluhan warganya warga jkt adakah integrasi transportasi publik sblm anies,40,91,9379,2020-07-23 15:01:02+00:00
irwanset_irwan,"RT Udah deg-degan ya Pak ð

 #update #inspirasi #anies #amin #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1 https://t.co/0pBJ67AKhE [RE aniesmania]",2024-01-04 18:01:42+00:00,tw-1742969567142633552,"{""scr_name"":""irwanset_irwan"",""username"":""irwanset_irwan"",""id"":""2776680433"",""flw_cnt"":71,""image"":""https://pbs.twimg.com/profile_images/1520337899048534017/v-OwgnF__normal.jpg"",""sts_cnt"":4871,""loc"":"""",""name"":""Irwan Setiawan"",""created_at"":""2014-08-28T15:24:58Z"",""frn_cnt"":693,""lst_cnt"":6}","{""fav_cnt"":85,""view_cnt"":814,""bookmark_cnt"":0,""rt_status"":{""id"":""1742844331621490793"",""user_id"":""836539655478624258"",""screen_name"":""aniesmania""},""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742844115501629440/pu/img/i_Jg4PmmmPgTqAdY.jpg"",""user"":{""loc"":"""",""name"":""Irwan Setiawan"",""sts_cnt"":4871,""image"":""https://pbs.twimg.com/profile_images/1520337899048534017/v-OwgnF__normal.jpg"",""id"":""2776680433"",""flw_cnt"":71,""username"":""irwanset_irwan"",""scr_name"":""irwanset_irwan"",""lst_cnt"":6,""frn_cnt"":693,""created_at"":""2014-08-28T15:24:58Z""},""rt_cnt"":42,""quote_cnt"":0,""entities"":{""hashtags"":[],""media"":[{""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742844115501629440/pu/img/i_Jg4PmmmPgTqAdY.jpg"",""type"":""video""}]},""source"":null,""reply_cnt"":0}",42,aniesmania,twit,id,anies,data-twit-anies.json,aniesmania,1742844331621490793,True,True,Udah deg-degan ya Pak ð #update #inspirasi #anies #amin #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1,udah deg degan pak update inspirasi anies amin aniesmuhaimin2024 aminmenang1putaran coblosno1,71,693,4871,2014-08-28 15:24:58+00:00
D_Kusnandar,"RT Ada yang was-was dengan acara Desak Anies!!!??
Diacara Desak Anies di Tanah Datar Sumbar kemarin sempat dibatalkan tempat acaranya, last minute baru dpt di GOR Tanah Datar tp antusias rakyat TIDAK BERKURANG SEDIKITPUN..
Desak Anies smkn Diminati tp penjegalan jg smkn besar..âï¸ https://t.co/8R25TtrczP [RE Malika6027]",2024-01-04 18:01:43+00:00,tw-1742969570275824119,"{""lst_cnt"":0,""frn_cnt"":885,""created_at"":""2013-10-04T13:26:18Z"",""name"":""d'kusnandar"",""loc"":"""",""sts_cnt"":10183,""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg"",""username"":""D_Kusnandar"",""scr_name"":""D_Kusnandar"",""flw_cnt"":132,""id"":""1934237556""}","{""source"":null,""reply_cnt"":12,""entities"":{""hashtags"":[],""media"":[{""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742749050443890688/pu/img/KpCeHkwIrXvcbX5n.jpg"",""type"":""video""}]},""quote_cnt"":8,""rt_status"":{""screen_name"":""Malika6027"",""user_id"":""1603593688005115905"",""id"":""1742749189526921435""},""bookmark_cnt"":1,""view_cnt"":10600,""fav_cnt"":797,""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742749050443890688/pu/img/KpCeHkwIrXvcbX5n.jpg"",""user"":{""name"":""d'kusnandar"",""loc"":"""",""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg"",""sts_cnt"":10183,""username"":""D_Kusnandar"",""scr_name"":""D_Kusnandar"",""id"":""1934237556"",""flw_cnt"":132,""lst_cnt"":0,""frn_cnt"":885,""created_at"":""2013-10-04T13:26:18Z""},""rt_cnt"":393}",393,Malika6027,twit,id,anies,data-twit-anies.json,Malika6027,1742749189526921435,True,True,"Ada yang was-was dengan acara Desak Anies!!!?? Diacara Desak Anies di Tanah Datar Sumbar kemarin sempat dibatalkan tempat acaranya, last minute baru dpt di GOR Tanah Datar tp antusias rakyat TIDAK BERKURANG SEDIKITPUN.. Desak Anies smkn Diminati tp penjegalan jg smkn besar..âï¸",ada yang was was dengan acara desak anies diacara desak anies tanah datar sumbar kemarin sempat dibatalkan tempat acaranya last minute baru dpt gor tanah datar antusias rakyat tidak berkurang sedikitpun desak anies smkn diminati penjegalan smkn besar,132,885,10183,2013-10-04 13:26:18+00:00
Litzy6172780962,"ð¦  Â Â  SimanjuntakElly: Rekam Jejak Capres no urut 3, Ganjar Pranowo

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis",2024-01-04 18:01:44+00:00,tw-1742969576839610866,"{""scr_name"":""Litzy6172780962"",""name"":""Litzy"",""loc"":"""",""frn_cnt"":9,""created_at"":""2023-05-27T05:08:38Z"",""username"":""Litzy6172780962"",""id"":""1662324874457522177"",""lst_cnt"":0,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""flw_cnt"":1,""sts_cnt"":451}","{""user"":{""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""flw_cnt"":1,""sts_cnt"":451,""username"":""Litzy6172780962"",""id"":""1662324874457522177"",""lst_cnt"":0,""scr_name"":""Litzy6172780962"",""name"":""Litzy"",""frn_cnt"":9,""loc"":"""",""created_at"":""2023-05-27T05:08:38Z""},""url"":""https://twitter.com/Litzy6172780962/status/1742969576839610866"",""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":1,""reply_cnt"":0,""entities"":{""hashtags"":[]},""quote_cnt"":0,""source"":null,""rt_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"ð¦ Â Â SimanjuntakElly: Rekam Jejak Capres no urut 3, Ganjar Pranowo Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Internet Gratis",simanjuntakelly rekam jejak capres urut ganjar pranowo ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 internet gratis,1,9,451,2023-05-27 05:08:38+00:00
akulahkumbang,@ganjarpranowo Terlihat sekali senyum tulus dari pak Ganjar,2024-01-04 18:01:44+00:00,tw-1742969575103422957,"{""sts_cnt"":644,""flw_cnt"":21,""image"":""https://pbs.twimg.com/profile_images/1599319635379163136/C1N-R8tP_normal.jpg"",""lst_cnt"":0,""id"":""1599318969717907456"",""username"":""akulahkumbang"",""created_at"":""2022-12-04T08:25:46Z"",""frn_cnt"":33,""loc"":"""",""name"":""Kumbang Ditaman"",""scr_name"":""akulahkumbang""}","{""quote_cnt"":0,""source"":null,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]},""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":3,""user"":{""username"":""akulahkumbang"",""id"":""1599318969717907456"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1599319635379163136/C1N-R8tP_normal.jpg"",""sts_cnt"":644,""flw_cnt"":21,""scr_name"":""akulahkumbang"",""name"":""Kumbang Ditaman"",""loc"":"""",""frn_cnt"":33,""created_at"":""2022-12-04T08:25:46Z""},""url"":""https://twitter.com/akulahkumbang/status/1742969575103422957""}",0,ganjarpranowo,twit,id,ganjar,data-twit-ganjar.json,,,False,True,@ganjarpranowo Terlihat sekali senyum tulus dari pak Ganjar,terlihat sekali senyum tulus dari pak ganjar,21,33,644,2022-12-04 08:25:46+00:00
lilymrpng,"RT @kelixmann @VeritasArdentur Kebayang ga sih, meski suara paling sedikit, duit paling sedikit, tapi bikin 'minoritas' iri. 
Karena pilihan capres mereka ya ganjar ato prabowo.
Ganjar lumayan bagus sih.
Prabowo juga ga jelek2 amat.
Cuma sama seperti anies mereka dah telanjur menunjuk prabowo sebagai intoleran [RE rizahariati]",2024-01-04 18:01:45+00:00,tw-1742969578635116665,"{""flw_cnt"":335,""username"":""lilymrpng"",""scr_name"":""lilymrpng"",""image"":""https://pbs.twimg.com/profile_images/1629413722614824961/8iR0cURq_normal.jpg"",""lst_cnt"":0,""created_at"":""2020-03-24T03:26:40Z"",""sts_cnt"":5372,""name"":""ð"",""frn_cnt"":463,""loc"":"""",""id"":""1242291681837248512""}","{""user"":{""frn_cnt"":463,""loc"":"""",""id"":""1242291681837248512"",""sts_cnt"":5372,""name"":""ð"",""image"":""https://pbs.twimg.com/profile_images/1629413722614824961/8iR0cURq_normal.jpg"",""lst_cnt"":0,""created_at"":""2020-03-24T03:26:40Z"",""flw_cnt"":335,""username"":""lilymrpng"",""scr_name"":""lilymrpng""},""entities"":{""hashtags"":[]},""reply_cnt"":0,""fav_cnt"":0,""rt_cnt"":1,""url"":""https://twitter.com/lilymrpng/status/1742969578635116665"",""quote_cnt"":0,""rt_status"":{""id"":""1742855042703745528"",""screen_name"":""rizahariati"",""user_id"":""91758662""},""source"":null}",1,rizahariati,twit,id,ganjar,data-twit-ganjar.json,rizahariati,1742855042703745528,True,True,"@kelixmann @VeritasArdentur Kebayang ga sih, meski suara paling sedikit, duit paling sedikit, tapi bikin 'minoritas' iri. Karena pilihan capres mereka ya ganjar ato prabowo. Ganjar lumayan bagus sih. Prabowo juga ga jelek2 amat. Cuma sama seperti anies mereka dah telanjur menunjuk prabowo sebagai intoleran",kebayang sih meski suara paling sedikit duit paling sedikit tapi bikin minoritas iri karena pilihan capres mereka ganjar ato prabowo ganjar lumayan bagus sih prabowo juga jelek2 amat cuma sama seperti anies mereka dah telanjur menunjuk prabowo sebagai intoleran,335,463,5372,2020-03-24 03:26:40+00:00
